X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16
MGI	MGI:2442252	Lrp4	acts_upstream_of_or_within	GO:0001942	PMID:17119023	IMP	MGI:MGI:3580702	P	low density lipoprotein receptor-related protein 4	6430526J12Rik|mdig|Megf7	protein_coding_gene	taxon:10090	20070917	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:2442252	Lrp4	acts_upstream_of_or_within	GO:0001942	PMID:17119023	IMP	MGI:MGI:2661383	P	low density lipoprotein receptor-related protein 4	6430526J12Rik|mdig|Megf7	protein_coding_gene	taxon:10090	20070917	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:2443752	Intu	acts_upstream_of_or_within	GO:0031069	PMID:22935613	IMP	MGI:MGI:4441401	P	inturned planar cell polarity protein	9430087H23Rik|9230116I04Rik|Pdzk6|Pdzd6	protein_coding_gene	taxon:10090	20140227	MGI		
MGI	MGI:2444584	Mysm1	acts_upstream_of_or_within	GO:0051797	PMID:24721909	IMP	MGI:MGI:4362924	P	myb-like, SWIRM and MPN domains 1	C530050H10Rik|C130067A03Rik	protein_coding_gene	taxon:10090	20150303	MGI		
MGI	MGI:2445221	Cd109	acts_upstream_of_or_within	GO:0001942	PMID:22846721	IMP	MGI:MGI:5443927	P	CD109 antigen	9930012E15Rik|Gov platelet alloantigens	protein_coding_gene	taxon:10090	20140625	MGI		
MGI	MGI:2654070	Sox21	acts_upstream_of_or_within	GO:0001942	PMID:19470461	IMP	MGI:MGI:3849852	P	SRY (sex determining region Y)-box 21	Sox25	protein_coding_gene	taxon:10090	20110214	MGI	results_in_development_of(EMAPA:35388)	
MGI	MGI:2661061	Dsg4	acts_upstream_of_or_within	GO:0001942	PMID:18692037	IDA		P	desmoglein 4	lah|CDHF13	protein_coding_gene	taxon:10090	20110726	MGI	results_in_development_of(EMAPA:17525)	
MGI	MGI:2661061	Dsg4	acts_upstream_of_or_within	GO:0042640	PMID:12705872	IMP	MGI:MGI:1856929	P	desmoglein 4	lah|CDHF13	protein_coding_gene	taxon:10090	20030627	MGI		
MGI	MGI:2673128	Lncpint	acts_upstream_of_or_within	GO:0001942	PMID:25909911	IMP	MGI:MGI:5563545	P	long non-protein coding RNA, Trp53 induced transcript	MNCb-1768|AB041803|Linc-Pint|Lincpint|Pint	lncRNA_gene	taxon:10090	20170314	MGI		
MGI	MGI:3044668	Gsdma3	acts_upstream_of_or_within	GO:0001942	PMID:20977888	IMP	MGI:MGI:4849547	P	gasdermin A3	Rco2|Bsk|Dfl|Fgn|Gsdm1l|Rim3|Gsdm3	protein_coding_gene	taxon:10090	20121210	MGI		
MGI	MGI:3044668	Gsdma3	acts_upstream_of_or_within	GO:0001942	PMID:9434940	IMP	MGI:MGI:1861663	P	gasdermin A3	Rco2|Bsk|Dfl|Fgn|Gsdm1l|Rim3|Gsdm3	protein_coding_gene	taxon:10090	20091130	MGI		
MGI	MGI:3044668	Gsdma3	acts_upstream_of_or_within	GO:0042637	PMID:15737203	IMP	MGI:MGI:2385837	P	gasdermin A3	Rco2|Bsk|Dfl|Fgn|Gsdm1l|Rim3|Gsdm3	protein_coding_gene	taxon:10090	20050505	MGI		
MGI	MGI:3044668	Gsdma3	acts_upstream_of_or_within	GO:0042640	PMID:17572385	IMP	MGI:MGI:1861663	P	gasdermin A3	Rco2|Bsk|Dfl|Fgn|Gsdm1l|Rim3|Gsdm3	protein_coding_gene	taxon:10090	20121210	MGI		
MGI	MGI:3044668	Gsdma3	acts_upstream_of_or_within	GO:0001942	PMID:15737203	IMP	MGI:MGI:2385837	P	gasdermin A3	Rco2|Bsk|Dfl|Fgn|Gsdm1l|Rim3|Gsdm3	protein_coding_gene	taxon:10090	20050331	MGI		
MGI	MGI:3044668	Gsdma3	acts_upstream_of_or_within	GO:0031069	PMID:15475261	IMP	MGI:MGI:3526126	P	gasdermin A3	Rco2|Bsk|Dfl|Fgn|Gsdm1l|Rim3|Gsdm3	protein_coding_gene	taxon:10090	20050218	MGI		
MGI	MGI:3044668	Gsdma3	acts_upstream_of_or_within	GO:0042637	PMID:21805153	IMP	MGI:MGI:4849547	P	gasdermin A3	Rco2|Bsk|Dfl|Fgn|Gsdm1l|Rim3|Gsdm3	protein_coding_gene	taxon:10090	20121219	MGI		
MGI	MGI:3044668	Gsdma3	acts_upstream_of_or_within	GO:0042637	PMID:15475261	IMP	MGI:MGI:3526126	P	gasdermin A3	Rco2|Bsk|Dfl|Fgn|Gsdm1l|Rim3|Gsdm3	protein_coding_gene	taxon:10090	20050218	MGI		
MGI	MGI:3044668	Gsdma3	acts_upstream_of_or_within	GO:0051886	PMID:25860385	IDA		P	gasdermin A3	Rco2|Bsk|Dfl|Fgn|Gsdm1l|Rim3|Gsdm3	protein_coding_gene	taxon:10090	20160427	MGI	occurs_in(EMAPA:18771)	
MGI	MGI:3604804	Mfsd12	acts_upstream_of_or_within	GO:0001942	MGI:MGI:60250	IMP	MGI:MGI:1856888	P	major facilitator superfamily domain containing 12	Wdt1|F630110N24Rik|gr	protein_coding_gene	taxon:10090	20070321	MGI	results_in_development_of(EMAPA:18769)	
MGI	MGI:87986	Akt1	acts_upstream_of_or_within	GO:0042640	PMID:15713628	IMP	MGI:MGI:2675202	P	thymoma viral proto-oncogene 1	PKB/Akt|Akt|PKBalpha|PKB	protein_coding_gene	taxon:10090	20050511	MGI	occurs_in(EMAPA:35246)	
MGI	MGI:88039	Apc	acts_upstream_of_or_within	GO:0001942	PMID:17002498	IMP	MGI:MGI:3688435	P	APC, WNT signaling pathway regulator	Min|CC1|adenomatosis polyposis coli	protein_coding_gene	taxon:10090	20081104	MGI	results_in_development_of(EMAPA:35246)	
MGI	MGI:88276	Ctnnb1	acts_upstream_of_or_within	GO:0060789	PMID:19619491	IGI	MGI:MGI:1195272	P	catenin (cadherin associated protein), beta 1	beta-catenin|Catnb|beta catenin	protein_coding_gene	taxon:10090	20220408	MGI	results_in_formation_of(EMAPA:17525)	
MGI	MGI:88276	Ctnnb1	acts_upstream_of_or_within	GO:0031069	PMID:11371349	IMP	MGI:MGI:2148594,MGI:MGI:2148596	P	catenin (cadherin associated protein), beta 1	beta-catenin|Catnb|beta catenin	protein_coding_gene	taxon:10090	20220408	MGI		
MGI	MGI:88276	Ctnnb1	acts_upstream_of_or_within	GO:0060789	PMID:11371349	IMP	MGI:MGI:2148594,MGI:MGI:2148596	P	catenin (cadherin associated protein), beta 1	beta-catenin|Catnb|beta catenin	protein_coding_gene	taxon:10090	20220408	MGI		
MGI	MGI:88276	Ctnnb1	acts_upstream_of_or_within	GO:0031069	PMID:24309208	IMP	MGI:MGI:2148567,MGI:MGI:5461544	P	catenin (cadherin associated protein), beta 1	beta-catenin|Catnb|beta catenin	protein_coding_gene	taxon:10090	20220408	MGI	results_in_morphogenesis_of(EMAPA:18771)	
MGI	MGI:88276	Ctnnb1	acts_upstream_of_or_within	GO:0031069	PMID:24309208	IMP	MGI:MGI:2148567,MGI:MGI:5461544	P	catenin (cadherin associated protein), beta 1	beta-catenin|Catnb|beta catenin	protein_coding_gene	taxon:10090	20220408	MGI	results_in_morphogenesis_of(EMAPA:26720)	
MGI	MGI:88564	Ctsl	acts_upstream_of_or_within	GO:0031069	PMID:11023992	IMP	MGI:MGI:2136432	P	cathepsin L	Cat L|MEP|major excreted protein|1190035F06Rik	protein_coding_gene	taxon:10090	20131017	MGI		
MGI	MGI:88564	Ctsl	acts_upstream_of_or_within	GO:0042637	PMID:11023992	IMP	MGI:MGI:2136432	P	cathepsin L	Cat L|MEP|major excreted protein|1190035F06Rik	protein_coding_gene	taxon:10090	20131017	MGI	occurs_in(EMAPA:36392)	
MGI	MGI:894293	Smad4	acts_upstream_of_or_within	GO:0051797	PMID:18692037	IMP	MGI:MGI:2386393	P	SMAD family member 4	DPC4|Smad 4|Dpc4|D18Wsu70e|Madh4	protein_coding_gene	taxon:10090	20110726	MGI	regulates(GO:0001942)	
MGI	MGI:894670	Ldb2	acts_upstream_of_or_within	GO:0001942	PMID:17991461	IGI	MGI:MGI:894762	P	LIM domain binding 2	CLIM1|Ldb3|CLP-36|CLIM-1b|CLIM-1a	protein_coding_gene	taxon:10090	20110117	MGI	results_in_development_of(EMAPA:35246)	
MGI	MGI:894762	Ldb1	acts_upstream_of_or_within	GO:0001942	PMID:17991461	IGI	MGI:MGI:109360	P	LIM domain binding 1	CLIM2	protein_coding_gene	taxon:10090	20110117	MGI	results_in_development_of(EMAPA:35246)	
MGI	MGI:94865	Dbi	acts_upstream_of_or_within	GO:0001942	PMID:16902415	IMP		P	diazepam binding inhibitor	diazepam-binding inhibitor|Acbp|endozepine|EP	protein_coding_gene	taxon:10090	20101224	MGI	results_in_development_of(EMAPA:35246)	
MGI	MGI:95294	Egfr	acts_upstream_of_or_within	GO:0001942	PMID:9030684	IGI	MGI:MGI:98354	P	epidermal growth factor receptor	avian erythroblastic leukemia viral (v-erb-b) oncogene homolog|Erbb|Wa5|9030024J15Rik|Errb1	protein_coding_gene	taxon:10090	20151028	MGI		
MGI	MGI:95294	Egfr	acts_upstream_of_or_within	GO:0001942	PMID:7618084	IMP	MGI:MGI:1856402	P	epidermal growth factor receptor	avian erythroblastic leukemia viral (v-erb-b) oncogene homolog|Erbb|Wa5|9030024J15Rik|Errb1	protein_coding_gene	taxon:10090	20090610	MGI	results_in_development_of(EMAPA:35246)	
MGI	MGI:95413	Ercc2	acts_upstream_of_or_within	GO:0048820	PMID:9651581	IMP	MGI:MGI:2183949	P	excision repair cross-complementing rodent repair deficiency, complementation group 2	XPD|Ercc-2|RCO015|Mhdarco15	protein_coding_gene	taxon:10090	20071016	MGI	results_in_maturation_of(EMAPA:36498)	
MGI	MGI:95521	Fgf7	acts_upstream_of_or_within	GO:0031069	PMID:11098134	IMP		P	fibroblast growth factor 7	Keratinocyte growth factor|Kgf	protein_coding_gene	taxon:10090	20080415	MGI		
MGI	MGI:95523	Fgfr2	acts_upstream_of_or_within	GO:0031069	PMID:14530295	IMP	MGI:MGI:2153818	P	fibroblast growth factor receptor 2	Bek|KGFRTr|Fgfr-2|Fgfr-7|Fgfr7|svs|Fgfr2b	protein_coding_gene	taxon:10090	20100510	MGI		
MGI	MGI:95586	Fst	acts_upstream_of_or_within	GO:0051798	PMID:12514121	ISO	UniProtKB:P19883	P	follistatin		protein_coding_gene	taxon:10090	20070614	MGI		
MGI	MGI:95586	Fst	acts_upstream_of_or_within	GO:0031069	PMID:12514121	IMP	MGI:MGI:1857467	P	follistatin		protein_coding_gene	taxon:10090	20070614	MGI		
MGI	MGI:96440	Igfbp5	acts_upstream_of_or_within	GO:0031069	PMID:16024235	IMP		P	insulin-like growth factor binding protein 5	IGFBP-5|IGFBP-5P	protein_coding_gene	taxon:10090	20110103	MGI		
MGI	MGI:96522	Rbpj	acts_upstream_of_or_within	GO:0048820	PMID:17079689	IMP	MGI:MGI:1926500,MGI:MGI:3583755	P	recombination signal binding protein for immunoglobulin kappa J region	CBF1|Igkrsbp|RBP-J kappa|RBPjk|Igkjrb|Rbpsuh	protein_coding_gene	taxon:10090	20080221	MGI	results_in_maturation_of(EMAPA:32792)	
MGI	MGI:96522	Rbpj	acts_upstream_of_or_within	GO:0048820	PMID:17079689	IMP	MGI:MGI:1926500,MGI:MGI:3583755	P	recombination signal binding protein for immunoglobulin kappa J region	CBF1|Igkrsbp|RBP-J kappa|RBPjk|Igkjrb|Rbpsuh	protein_coding_gene	taxon:10090	20080221	MGI	results_in_maturation_of(EMAPA:36498)	
MGI	MGI:96570	Inhba	acts_upstream_of_or_within	GO:0051799	PMID:12514121	ISO	UniProtKB:A4D1W7	P	inhibin beta-A	activin beta-A	protein_coding_gene	taxon:10090	20070614	MGI	negatively_regulates(GO:0001942)	
MGI	MGI:96570	Inhba	acts_upstream_of	GO:0001942	PMID:12514121	ISO	UniProtKB:A4D1W7	P	inhibin beta-A	activin beta-A	protein_coding_gene	taxon:10090	20070614	MGI	results_in_development_of(EMAPA:17528)	
MGI	MGI:96785	Lhx2	acts_upstream_of_or_within	GO:0001942	PMID:24012369	IMP	MGI:MGI:1926500,MGI:MGI:3772179	P	LIM homeobox protein 2	Lh-2|LH2A|ap|apterous	protein_coding_gene	taxon:10090	20141020	MGI		
MGI	MGI:97169	Msx2	acts_upstream_of	GO:0042637	PMID:10742104	IMP	MGI:MGI:1926381	P	msh homeobox 2	Hox8|Hox8.1|Hox-8	protein_coding_gene	taxon:10090	20110614	MGI	occurs_in(EMAPA:18769)	
MGI	MGI:97169	Msx2	acts_upstream_of_or_within	GO:0051795	PMID:10742104	IMP	MGI:MGI:1926381	P	msh homeobox 2	Hox8|Hox8.1|Hox-8	protein_coding_gene	taxon:10090	20110614	MGI	positively_regulates(GO:0042637)	
MGI	MGI:97169	Msx2	acts_upstream_of_or_within	GO:0042640	PMID:11744114	IMP	MGI:MGI:1926381	P	msh homeobox 2	Hox8|Hox8.1|Hox-8	protein_coding_gene	taxon:10090	20110610	MGI	occurs_in(EMAPA:17529)	
MGI	MGI:97306	Nf1	acts_upstream_of_or_within	GO:0048820	PMID:25340873	IMP	MGI:MGI:4364806	P	neurofibromin 1	neurofibromin|Nf-1|Dsk9|Mhdadsk9	protein_coding_gene	taxon:10090	20161221	MGI		
MGI	MGI:97323	Ngfr	acts_upstream_of_or_within	GO:0031069	PMID:10588868	IMP	MGI:MGI:1857226	P	nerve growth factor receptor (TNFR superfamily, member 16)	p75NTR|p75NGFR|p75|p75 neurotrophin receptor|LNGFR|Tnfrsf16	protein_coding_gene	taxon:10090	20080415	MGI		
MGI	MGI:97323	Ngfr	acts_upstream_of_or_within	GO:0051799	PMID:10588868	IMP	MGI:MGI:1857226	P	nerve growth factor receptor (TNFR superfamily, member 16)	p75NTR|p75NGFR|p75|p75 neurotrophin receptor|LNGFR|Tnfrsf16	protein_coding_gene	taxon:10090	20080415	MGI	negatively_regulates(GO:0001942)	
MGI	MGI:97323	Ngfr	acts_upstream_of	GO:0001942	PMID:10588868	IMP	MGI:MGI:1857226	P	nerve growth factor receptor (TNFR superfamily, member 16)	p75NTR|p75NGFR|p75|p75 neurotrophin receptor|LNGFR|Tnfrsf16	protein_coding_gene	taxon:10090	20080415	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:97363	Notch1	acts_upstream_of_or_within	GO:0031069	PMID:15525534	IMP	MGI:MGI:2159109,MGI:MGI:3044585	P	notch 1	lin-12|Tan1|Mis6|9930111A19Rik|Motch A|N1	protein_coding_gene	taxon:10090	20050120	MGI	results_in_morphogenesis_of(EMAPA:32792)	
MGI	MGI:97363	Notch1	acts_upstream_of_or_within	GO:0031069	PMID:15978571	IMP	MGI:MGI:1933835,MGI:MGI:2177413	P	notch 1	lin-12|Tan1|Mis6|9930111A19Rik|Motch A|N1	protein_coding_gene	taxon:10090	20060208	MGI	results_in_morphogenesis_of(EMAPA:36498)	
MGI	MGI:97363	Notch1	acts_upstream_of_or_within	GO:0042640	PMID:15978571	IMP	MGI:MGI:1933835,MGI:MGI:2177427	P	notch 1	lin-12|Tan1|Mis6|9930111A19Rik|Motch A|N1	protein_coding_gene	taxon:10090	20060208	MGI	occurs_in(EMAPA:18771)	
MGI	MGI:97527	Pdgfa	acts_upstream_of_or_within	GO:0001942	PMID:10331973	IMP	MGI:MGI:1926817	P	platelet derived growth factor, alpha		protein_coding_gene	taxon:10090	20090421	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:97798	Ptgs2	acts_upstream_of_or_within	GO:0042640	PMID:15713628	IMP		P	prostaglandin-endoperoxide synthase 2	Cox-2|cyclooxygenase 2|Pghs2|COX2|prostaglandin G/H synthase|PHS-2|cyclooxygenase-2|PGHS-2|Tis10	protein_coding_gene	taxon:10090	20050511	MGI		
MGI	MGI:98297	Shh	acts_upstream_of_or_within	GO:0031069	PMID:9768360	IMP	MGI:MGI:1934261	P	sonic hedgehog	Hhg1	protein_coding_gene	taxon:10090	20061218	MGI		
MGI	MGI:98297	Shh	acts_upstream_of_or_within	GO:0001942	PMID:16054035	IMP	MGI:MGI:1857796	P	sonic hedgehog	Hhg1	protein_coding_gene	taxon:10090	20061220	MGI	results_in_development_of(EMAPA:16039)	
MGI	MGI:98297	Shh	acts_upstream_of_or_within	GO:0031069	PMID:14623238	IMP	MGI:MGI:1857796	P	sonic hedgehog	Hhg1	protein_coding_gene	taxon:10090	20090728	MGI		
MGI	MGI:98297	Shh	acts_upstream_of_or_within	GO:0031069	PMID:11520664	IMP	MGI:MGI:1857796	P	sonic hedgehog	Hhg1	protein_coding_gene	taxon:10090	20100702	MGI		
MGI	MGI:98330	Snai1	acts_upstream_of_or_within	GO:0031069	PMID:15630473	IDA		P	snail family zinc finger 1	Sna|Snail|Snail1|Sna1	protein_coding_gene	taxon:10090	20050518	MGI		
MGI	MGI:98354	Sos1	acts_upstream_of_or_within	GO:0001942	PMID:9030684	IGI	MGI:MGI:95294	P	SOS Ras/Rac guanine nucleotide exchange factor 1	4430401P03Rik	protein_coding_gene	taxon:10090	20151028	MGI		
MGI	MGI:98371	Sox9	acts_upstream_of_or_within	GO:0001942	PMID:16085486	IMP	MGI:MGI:2429649,MGI:MGI:3587654	P	SRY (sex determining region Y)-box 9	2010306G03Rik	protein_coding_gene	taxon:10090	20051107	MGI	results_in_development_of(EMAPA:35246)	
MGI	MGI:98726	Tgfb2	acts_upstream_of_or_within	GO:0001942	PMID:15630473	IMP	MGI:MGI:1888389	P	transforming growth factor, beta 2	Tgf-beta2|Tgfb-2	protein_coding_gene	taxon:10090	20050518	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:99400	Atp7a	acts_upstream_of_or_within	GO:0031069	MGI:MGI:61157	IMP	MGI:MGI:1856099	P	ATPase, Cu++ transporting, alpha polypeptide	Menkes protein|MNK|br	protein_coding_gene	taxon:10090	20061108	MGI		
MGI	MGI:99400	Atp7a	acts_upstream_of_or_within	GO:0031069	PMID:2473662	IMP	MGI:MGI:1856466	P	ATPase, Cu++ transporting, alpha polypeptide	Menkes protein|MNK|br	protein_coding_gene	taxon:10090	20061107	MGI		
MGI	MGI:99560	Hoxc13	acts_upstream_of_or_within	GO:0001942	PMID:21191399	IMP	MGI:MGI:1926422	P	homeobox C13	N	protein_coding_gene	taxon:10090	20121227	MGI		
MGI	MGI:99560	Hoxc13	acts_upstream_of_or_within	GO:0001942	PMID:9420327	IMP	MGI:MGI:1926422	P	homeobox C13	N	protein_coding_gene	taxon:10090	20080322	MGI	results_in_development_of(EMAPA:26747)	
MGI	MGI:99560	Hoxc13	acts_upstream_of_or_within	GO:0001942	PMID:9420327	IMP	MGI:MGI:1926422	P	homeobox C13	N	protein_coding_gene	taxon:10090	20080322	MGI	results_in_development_of(EMAPA:36498)	
MGI	MGI:99852	Runx1	acts_upstream_of_or_within	GO:0031069	PMID:17011173	IMP	MGI:MGI:3043614	P	runt related transcription factor 1	runt domain, alpha subunit 2|Pebp2a2|AML1|Cbfa2	protein_coding_gene	taxon:10090	20111214	MGI		
